gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total_Score,Avg_Score,Score_Range,Math_z,Reading_z,Writing_z,Pass_Count,Performance_Level,High_in,Low_in,Percentile,Student_Feedback,Feedback_Length,Sentiment,gender_enc,race/ethnicity_enc,parental level of education_enc,lunch_enc,test preparation course_enc,Performance_Level_enc,High_in_enc,Low_in_enc
female,group C,associate's degree,free/reduced,none,53.0,61.0,62.0,176.0,58.666666666666664,9.0,-0.8636470512290784,-0.5597931589568017,-0.39860265783906956,3,Average,writing score,math score,26.1,Poor internet and time management affected my study.,8.0,-0.4,0,2,0,0,1,0,2,0
male,group C,bachelor's degree,free/reduced,none,37.0,56.0,47.0,140.0,46.666666666666664,19.0,-1.919369628940535,-0.9024257694090002,-1.3862207396999948,3,Poor,reading score,math score,6.950000000000001,I needed more examples and exercises to practice.,8.0,0.5,1,2,1,0,1,3,1,0
female,group D,bachelor's degree,standard,none,79.0,89.0,89.0,257.0,85.66666666666667,10.0,0.8519021375520386,1.35894945957551,1.3791098895105958,3,Excellent,reading score,math score,89.55,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,3,1,1,1,1,1,0
male,group D,associate's degree,free/reduced,none,53.0,54.0,48.0,155.0,51.666666666666664,6.0,-0.8636470512290784,-1.0394788135898796,-1.3203795342425997,3,Average,reading score,writing score,13.65,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,3,0,0,1,0,1,2
female,group E,bachelor's degree,standard,none,98.00999999999999,100.0,100.0,293.0,97.66666666666667,1.0,2.2375380207983255,2.112741202570347,2.103363149541941,3,Excellent,math score,math score,99.9,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,4,1,1,1,1,0,0
male,group B,high school,standard,completed,72.0,65.0,68.0,205.0,68.33333333333333,7.0,0.3900235098032764,-0.2856870705950429,-0.0035554250946994654,3,Average,math score,reading score,49.6,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,1,2,1,0,0,0,1
male,group C,bachelor's degree,free/reduced,none,53.0,58.0,55.0,166.0,55.333333333333336,5.0,-0.8636470512290784,-0.7653727252281208,-0.8594910960408346,3,Average,reading score,math score,19.6,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,2,1,0,1,0,1,0
male,group B,some college,free/reduced,none,54.0,54.0,45.0,153.0,51.0,9.0,-0.7976643901221123,-1.0394788135898796,-1.5179031506147846,3,Average,math score,writing score,12.3,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,1,4,0,1,0,0,2
female,group E,some college,standard,none,71.0,70.0,76.0,217.0,72.33333333333333,6.0,0.32404084869631034,0.05694553985715561,0.5231742185644607,3,Good,writing score,reading score,60.95,I needed more examples and exercises to practice.,8.0,0.5,0,4,4,1,1,2,2,1
female,group C,some college,free/reduced,none,77.0,90.0,91.0,258.0,86.0,14.0,0.7199368153381066,1.4274759816659497,1.5107923004253858,3,Excellent,writing score,math score,90.05,Poor internet and time management affected my study.,8.0,-0.4,0,2,4,0,1,1,2,0
male,group A,bachelor's degree,standard,completed,75.0,58.0,62.0,195.0,65.0,17.0,0.5879714931241745,-0.7653727252281208,-0.39860265783906956,3,Average,math score,reading score,40.400000000000006,I needed more examples and exercises to practice.,8.0,0.5,1,0,1,1,0,0,0,1
female,group C,some college,standard,none,84.0,87.0,91.0,262.0,87.33333333333333,7.0,1.1818154430868688,1.2218964153946306,1.5107923004253858,3,Excellent,writing score,math score,92.10000000000001,I needed more examples and exercises to practice.,8.0,0.5,0,2,4,1,1,1,2,0
female,group D,associate's degree,free/reduced,none,27.990000000000002,31.990000000000002,38.0,95.0,31.666666666666668,12.0,-2.6451789011171614,-2.6155888216699927,-1.97879158881655,1,Poor,writing score,math score,1.4000000000000001,I needed more examples and exercises to practice.,8.0,0.5,0,3,0,0,1,3,2,0
male,group A,high school,free/reduced,completed,72.0,67.0,65.0,204.0,68.0,7.0,0.3900235098032764,-0.1486340264141635,-0.2010790414668845,3,Average,math score,writing score,48.199999999999996,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,0,2,0,0,0,0,2
female,group A,high school,free/reduced,completed,77.0,88.0,85.0,250.0,83.33333333333333,11.0,0.7199368153381066,1.2904229374850702,1.1157450676810157,3,Good,reading score,math score,86.4,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,0,2,0,0,2,1,0
male,group C,some college,standard,none,91.0,74.0,76.0,241.0,80.33333333333333,17.0,1.6436940708356311,0.33105162821891443,0.5231742185644607,3,Good,math score,reading score,81.05,I practiced a lot and felt confident about the questions.,10.0,0.5,1,2,4,1,1,2,0,1
female,group C,associate's degree,standard,completed,83.0,85.0,90.0,258.0,86.0,7.0,1.1158327819799028,1.084843371213751,1.444951094967991,3,Excellent,writing score,math score,90.05,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,2,0,1,0,1,2,0
female,group C,high school,standard,none,63.0,69.0,74.0,206.0,68.66666666666667,11.0,-0.203820440159418,-0.0115809822332841,0.3914918076496706,3,Average,writing score,math score,50.849999999999994,I was distracted and couldn't focus during online classes.,9.0,0.0,0,2,2,1,1,0,2,0
female,group C,associate's degree,standard,completed,68.0,86.0,84.0,238.0,79.33333333333333,18.0,0.1260928653754122,1.153369893304191,1.0499038622236208,3,Good,reading score,math score,79.05,I needed more examples and exercises to practice.,8.0,0.5,0,2,0,1,0,2,1,0
female,group D,some high school,standard,none,59.0,67.0,61.0,187.0,62.333333333333336,8.0,-0.46775108458728215,-0.1486340264141635,-0.46444386329646453,3,Average,reading score,math score,34.050000000000004,Assignments were too many and stressful but helpful.,8.0,0.5,0,3,5,1,1,0,1,0
female,group B,associate's degree,standard,completed,90.0,90.0,91.0,271.0,90.33333333333333,1.0,1.577711409728665,1.4274759816659497,1.5107923004253858,3,Excellent,writing score,math score,95.19999999999999,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,1,0,1,0,1,2,0
female,group D,bachelor's degree,standard,completed,71.0,76.0,83.0,230.0,76.66666666666667,12.0,0.32404084869631034,0.4681046723997938,0.9840626567662257,3,Good,writing score,math score,72.2,Poor internet and time management affected my study.,8.0,-0.4,0,3,1,1,0,2,2,0
male,group E,bachelor's degree,standard,completed,76.0,62.0,66.0,204.0,68.0,14.0,0.6539541542311406,-0.491266636866362,-0.1352378360094895,3,Average,math score,reading score,48.199999999999996,I was distracted and couldn't focus during online classes.,9.0,0.0,1,4,1,1,0,0,0,1
male,group D,associate's degree,standard,none,80.0,68.0,72.0,220.0,73.33333333333333,12.0,0.9178847986590046,-0.08010750432372381,0.25980939673488057,3,Good,math score,reading score,64.0,I practiced a lot and felt confident about the questions.,10.0,0.5,1,3,0,1,1,2,0,1
female,group D,master's degree,standard,none,55.0,64.0,70.0,189.0,63.0,15.0,-0.7316817290151464,-0.35421359268548264,0.12812698582009055,3,Average,writing score,math score,35.199999999999996,Assignments were too many and stressful but helpful.,8.0,0.5,0,3,3,1,1,0,2,0
male,group E,associate's degree,standard,none,76.0,71.0,67.0,214.0,71.33333333333333,9.0,0.6539541542311406,0.1254720619475953,-0.06939663055209448,3,Good,math score,writing score,58.35,I practiced a lot and felt confident about the questions.,10.0,0.5,1,4,0,1,1,2,0,2
male,group B,high school,standard,completed,73.0,71.0,68.0,212.0,70.66666666666667,5.0,0.45600617091024237,0.1254720619475953,-0.0035554250946994654,3,Good,math score,writing score,56.39999999999999,I was distracted and couldn't focus during online classes.,9.0,0.0,1,1,2,1,0,2,0,2
female,group D,associate's degree,free/reduced,none,52.0,59.0,56.0,167.0,55.666666666666664,7.0,-0.9296297123360444,-0.6968462031376811,-0.7936498905834396,3,Average,reading score,math score,20.200000000000003,I needed more examples and exercises to practice.,8.0,0.5,0,3,0,0,1,0,1,0
male,group C,some college,free/reduced,none,68.0,68.0,61.0,197.0,65.66666666666667,7.0,0.1260928653754122,-0.08010750432372381,-0.46444386329646453,3,Average,math score,writing score,42.15,Assignments were too many and stressful but helpful.,8.0,0.5,1,2,4,0,1,0,0,2
male,group A,high school,standard,none,59.0,52.0,46.0,157.0,52.333333333333336,13.0,-0.46775108458728215,-1.176531857770759,-1.4520619451573897,3,Average,math score,writing score,14.899999999999999,I practiced a lot and felt confident about the questions.,10.0,0.5,1,0,2,1,1,0,0,2
female,group B,associate's degree,standard,none,49.0,52.0,54.0,155.0,51.666666666666664,5.0,-1.1275776956569425,-1.176531857770759,-0.9253323014982296,3,Average,writing score,math score,13.65,Poor internet and time management affected my study.,8.0,-0.4,0,1,0,1,1,0,2,0
male,group C,high school,standard,none,70.0,74.0,71.0,215.0,71.66666666666667,4.0,0.2580581875893443,0.33105162821891443,0.19396819127748557,3,Good,reading score,math score,59.35,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,2,2,1,1,2,1,0
male,group D,some college,free/reduced,none,61.0,47.0,56.0,164.0,54.666666666666664,14.0,-0.3357857623733501,-1.5191644682229575,-0.7936498905834396,3,Average,math score,reading score,18.7,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,3,4,0,1,0,0,1
female,group C,associate's degree,free/reduced,none,60.0,75.0,74.0,209.0,69.66666666666667,15.0,-0.4017684234803161,0.3995781503093541,0.3914918076496706,3,Average,reading score,math score,53.900000000000006,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,2,0,0,1,0,1,0
male,group B,some high school,standard,completed,64.0,53.0,57.0,174.0,58.0,11.0,-0.13783777905245198,-1.1080053356803194,-0.7278086851260446,3,Average,math score,reading score,24.65,I was distracted and couldn't focus during online classes.,9.0,0.0,1,1,5,1,0,0,0,1
male,group A,associate's degree,free/reduced,completed,79.0,82.0,82.0,243.0,81.0,3.0,0.8519021375520386,0.8792638049424321,0.9182214513088307,3,Good,reading score,math score,82.25,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,0,0,0,0,2,1,0
female,group A,associate's degree,free/reduced,none,65.0,85.0,76.0,226.0,75.33333333333333,20.0,-0.07185511794548592,1.084843371213751,0.5231742185644607,3,Good,reading score,math score,69.1,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,0,0,0,1,2,1,0
female,group C,associate's degree,standard,none,64.0,64.0,70.0,198.0,66.0,6.0,-0.13783777905245198,-0.35421359268548264,0.12812698582009055,3,Average,writing score,math score,43.25,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,2,0,1,1,0,2,0
female,group C,some college,standard,none,83.0,83.0,90.0,256.0,85.33333333333333,7.0,1.1158327819799028,0.9477903270328718,1.444951094967991,3,Excellent,writing score,math score,89.05,Poor internet and time management affected my study.,8.0,-0.4,0,2,4,1,1,1,2,0
female,group C,bachelor's degree,standard,none,81.0,88.0,90.0,259.0,86.33333333333333,9.0,0.9838674597659707,1.2904229374850702,1.444951094967991,3,Excellent,writing score,math score,90.55,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,2,1,1,1,1,2,0
female,group B,high school,standard,none,54.0,64.0,68.0,186.0,62.0,14.0,-0.7976643901221123,-0.35421359268548264,-0.0035554250946994654,3,Average,writing score,math score,33.35,Assignments were too many and stressful but helpful.,8.0,0.5,0,1,2,1,1,0,2,0
male,group D,high school,standard,completed,68.0,64.0,66.0,198.0,66.0,4.0,0.1260928653754122,-0.35421359268548264,-0.1352378360094895,3,Average,math score,reading score,43.25,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,3,2,1,0,0,0,1
female,group C,some college,standard,none,54.0,48.0,52.0,154.0,51.333333333333336,6.0,-0.7976643901221123,-1.4506379461325178,-1.0570147124130196,3,Average,math score,reading score,12.85,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,2,4,1,1,0,0,1
female,group D,some college,free/reduced,completed,59.0,78.0,76.0,213.0,71.0,19.0,-0.46775108458728215,0.6051577165806732,0.5231742185644607,3,Good,reading score,math score,57.199999999999996,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,3,4,0,0,2,1,0
female,group B,some high school,standard,none,66.0,69.0,68.0,203.0,67.66666666666667,3.0,-0.005872456838519888,-0.0115809822332841,-0.0035554250946994654,3,Average,reading score,math score,47.099999999999994,I practiced a lot and felt confident about the questions.,10.0,0.5,0,1,5,1,1,0,1,0
male,group E,some college,standard,none,76.0,71.0,72.0,219.0,73.0,5.0,0.6539541542311406,0.1254720619475953,0.25980939673488057,3,Good,math score,reading score,62.849999999999994,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,4,4,1,1,2,0,1
female,group D,master's degree,standard,none,74.0,79.0,82.0,235.0,78.33333333333333,8.0,0.5219888320172085,0.6736842386711129,0.9182214513088307,3,Good,writing score,math score,76.6,I practiced a lot and felt confident about the questions.,10.0,0.5,0,3,3,1,1,2,2,0
female,group B,associate's degree,standard,completed,94.0,87.0,92.0,273.0,91.0,7.0,1.8416420541565293,1.2218964153946306,1.5766335058827807,3,Excellent,math score,reading score,95.5,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,1,0,1,0,1,0,1
male,group C,some college,free/reduced,none,63.0,61.0,54.0,178.0,59.333333333333336,9.0,-0.203820440159418,-0.5597931589568017,-0.9253323014982296,3,Average,math score,writing score,27.750000000000004,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,2,4,0,1,0,0,2
female,group E,associate's degree,standard,completed,95.0,89.0,92.0,276.0,92.0,6.0,1.9076247152634953,1.35894945957551,1.5766335058827807,3,Excellent,math score,reading score,96.55,I was distracted and couldn't focus during online classes.,9.0,0.0,0,4,0,1,0,1,0,1
female,group D,master's degree,free/reduced,none,40.0,59.0,54.0,153.0,51.0,19.0,-1.721421645619637,-0.6968462031376811,-0.9253323014982296,3,Average,reading score,math score,12.3,I practiced a lot and felt confident about the questions.,10.0,0.5,0,3,3,0,1,0,1,0
female,group B,some high school,standard,none,82.0,82.0,80.0,244.0,81.33333333333333,2.0,1.0498501208729367,0.8792638049424321,0.7865390403940407,3,Good,math score,writing score,82.6,The practical sessions improved my understanding.,6.0,0.0,0,1,5,1,1,2,0,2
male,group A,high school,standard,none,68.0,70.0,66.0,204.0,68.0,4.0,0.1260928653754122,0.05694553985715561,-0.1352378360094895,3,Average,reading score,writing score,48.199999999999996,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,0,2,1,1,0,1,2
male,group B,bachelor's degree,free/reduced,none,55.0,59.0,54.0,168.0,56.0,5.0,-0.7316817290151464,-0.6968462031376811,-0.9253323014982296,3,Average,reading score,writing score,21.05,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,1,1,0,1,0,1,2
male,group C,master's degree,standard,none,79.0,78.0,77.0,234.0,78.0,2.0,0.8519021375520386,0.6051577165806732,0.5890154240218557,3,Good,math score,writing score,75.64999999999999,I was distracted and couldn't focus during online classes.,9.0,0.0,1,2,3,1,1,2,0,2
female,group C,bachelor's degree,standard,none,86.0,92.0,87.0,265.0,88.33333333333333,6.0,1.313780765300801,1.5645290258468292,1.2474274785958057,3,Excellent,reading score,math score,93.0,I practiced a lot and felt confident about the questions.,10.0,0.5,0,2,1,1,1,1,1,0
male,group D,some college,standard,none,76.0,71.0,73.0,220.0,73.33333333333333,5.0,0.6539541542311406,0.1254720619475953,0.3256506021922756,3,Good,math score,reading score,64.0,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,3,4,1,1,2,0,1
male,group A,some high school,standard,none,64.0,50.0,43.0,157.0,52.333333333333336,21.0,-0.13783777905245198,-1.3135849019516386,-1.6495855615295747,3,Average,math score,writing score,14.899999999999999,I practiced a lot and felt confident about the questions.,10.0,0.5,1,0,5,1,1,0,0,2
male,group D,some high school,free/reduced,none,62.0,49.0,52.0,163.0,54.333333333333336,13.0,-0.26980310126638407,-1.3821114240420782,-1.0570147124130196,3,Average,math score,reading score,18.0,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,3,5,0,1,0,0,1
female,group B,some high school,standard,completed,54.0,61.0,62.0,177.0,59.0,8.0,-0.7976643901221123,-0.5597931589568017,-0.39860265783906956,3,Average,writing score,math score,27.0,I was distracted and couldn't focus during online classes.,9.0,0.0,0,1,5,1,0,0,2,0
female,group B,master's degree,free/reduced,completed,77.0,97.0,94.0,268.0,89.33333333333333,20.0,0.7199368153381066,1.9071616362990276,1.7083159167975708,3,Excellent,reading score,math score,94.45,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,1,3,0,0,1,1,0
female,group C,some high school,standard,completed,76.0,87.0,85.0,248.0,82.66666666666667,11.0,0.6539541542311406,1.2218964153946306,1.1157450676810157,3,Good,reading score,math score,84.95,I needed more examples and exercises to practice.,8.0,0.5,0,2,5,1,0,2,1,0
female,group D,some college,standard,none,74.0,89.0,84.0,247.0,82.33333333333333,15.0,0.5219888320172085,1.35894945957551,1.0499038622236208,3,Good,reading score,math score,84.1,Assignments were too many and stressful but helpful.,8.0,0.5,0,3,4,1,1,2,1,0
female,group E,some college,standard,completed,66.0,74.0,73.0,213.0,71.0,8.0,-0.005872456838519888,0.33105162821891443,0.3256506021922756,3,Good,reading score,math score,57.199999999999996,Assignments were too many and stressful but helpful.,8.0,0.5,0,4,4,1,0,2,1,0
female,group D,some high school,standard,completed,66.0,78.0,78.0,222.0,74.0,12.0,-0.005872456838519888,0.6051577165806732,0.6548566294792506,3,Good,reading score,math score,65.35,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,3,5,1,0,2,1,0
female,group B,high school,free/reduced,completed,67.0,78.0,79.0,224.0,74.66666666666667,12.0,0.060110204268446155,0.6051577165806732,0.7206978349366456,3,Good,writing score,math score,67.25,I practiced a lot and felt confident about the questions.,10.0,0.5,0,1,2,0,0,2,2,0
male,group D,some college,standard,none,71.0,49.0,52.0,172.0,57.333333333333336,22.0,0.32404084869631034,-1.3821114240420782,-1.0570147124130196,3,Average,math score,reading score,23.35,I was distracted and couldn't focus during online classes.,9.0,0.0,1,3,4,1,1,0,0,1
female,group C,associate's degree,standard,none,91.0,86.0,84.0,261.0,87.0,7.0,1.6436940708356311,1.153369893304191,1.0499038622236208,3,Excellent,math score,writing score,91.55,Assignments were too many and stressful but helpful.,8.0,0.5,0,2,0,1,1,1,0,2
male,group D,bachelor's degree,standard,none,69.0,58.0,57.0,184.0,61.333333333333336,12.0,0.19207552648237824,-0.7653727252281208,-0.7278086851260446,3,Average,math score,writing score,31.900000000000002,I was distracted and couldn't focus during online classes.,9.0,0.0,1,3,1,1,1,0,0,2
male,group C,master's degree,free/reduced,none,54.0,59.0,50.0,163.0,54.333333333333336,9.0,-0.7976643901221123,-0.6968462031376811,-1.1886971233278096,3,Average,reading score,writing score,18.0,Assignments were too many and stressful but helpful.,8.0,0.5,1,2,3,0,1,0,1,2
male,group C,high school,standard,completed,53.0,52.0,49.0,154.0,51.333333333333336,4.0,-0.8636470512290784,-1.176531857770759,-1.2545383287852048,3,Average,math score,writing score,12.85,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,2,2,1,0,0,0,2
male,group E,some college,standard,none,68.0,60.0,59.0,187.0,62.333333333333336,9.0,0.1260928653754122,-0.6283196810472415,-0.5961262742112545,3,Average,math score,writing score,34.050000000000004,I practiced a lot and felt confident about the questions.,10.0,0.5,1,4,4,1,1,0,0,2
male,group C,some high school,free/reduced,completed,56.0,61.0,60.0,177.0,59.0,5.0,-0.6656990679081803,-0.5597931589568017,-0.5302850687538596,3,Average,reading score,math score,27.0,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,2,5,0,0,0,1,0
female,group C,high school,free/reduced,none,36.0,53.0,43.0,132.0,44.0,17.0,-1.9853522900475011,-1.1080053356803194,-1.6495855615295747,3,Poor,reading score,math score,4.8500000000000005,Assignments were too many and stressful but helpful.,8.0,0.5,0,2,2,0,1,3,1,0
female,group D,bachelor's degree,free/reduced,none,29.0,41.0,47.0,117.0,39.0,18.0,-2.4472309177962632,-1.9303236007655957,-1.3862207396999948,2,Poor,writing score,math score,2.55,I needed more examples and exercises to practice.,8.0,0.5,0,3,1,0,1,3,2,0
female,group C,associate's degree,standard,none,62.0,74.0,70.0,206.0,68.66666666666667,12.0,-0.26980310126638407,0.33105162821891443,0.12812698582009055,3,Average,reading score,math score,50.849999999999994,I needed more examples and exercises to practice.,8.0,0.5,0,2,0,1,1,0,1,0
female,group C,associate's degree,standard,completed,68.0,67.0,73.0,208.0,69.33333333333333,6.0,0.1260928653754122,-0.1486340264141635,0.3256506021922756,3,Average,writing score,reading score,53.15,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,2,0,1,0,0,2,1
female,group C,some high school,standard,none,47.0,54.0,53.0,154.0,51.333333333333336,7.0,-1.2595430178708746,-1.0394788135898796,-0.9911735069556247,3,Average,reading score,math score,12.85,I needed more examples and exercises to practice.,8.0,0.5,0,2,5,1,1,0,1,0
male,group E,associate's degree,standard,completed,62.0,61.0,58.0,181.0,60.333333333333336,4.0,-0.26980310126638407,-0.5597931589568017,-0.6619674796686495,3,Average,math score,writing score,29.75,Assignments were too many and stressful but helpful.,8.0,0.5,1,4,0,1,0,0,0,2
female,group E,associate's degree,standard,completed,79.0,88.0,94.0,261.0,87.0,15.0,0.8519021375520386,1.2904229374850702,1.7083159167975708,3,Excellent,writing score,math score,91.55,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,4,0,1,0,1,2,0
male,group B,high school,standard,completed,73.0,69.0,68.0,210.0,70.0,5.0,0.45600617091024237,-0.0115809822332841,-0.0035554250946994654,3,Good,math score,writing score,54.75,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,1,2,1,0,2,0,2
female,group C,bachelor's degree,free/reduced,completed,66.0,83.0,83.0,232.0,77.33333333333333,17.0,-0.005872456838519888,0.9477903270328718,0.9840626567662257,3,Good,reading score,math score,73.95,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,2,1,0,0,2,1,0
male,group C,associate's degree,standard,completed,51.0,60.0,58.0,169.0,56.333333333333336,9.0,-0.9956123734430105,-0.6283196810472415,-0.6619674796686495,3,Average,reading score,math score,21.85,I practiced a lot and felt confident about the questions.,10.0,0.5,1,2,0,1,0,0,1,0
female,group D,high school,standard,none,51.0,66.0,62.0,179.0,59.666666666666664,15.0,-0.9956123734430105,-0.2171605485046032,-0.39860265783906956,3,Average,reading score,math score,28.299999999999997,I needed more examples and exercises to practice.,8.0,0.5,0,3,2,1,1,0,1,0
male,group E,bachelor's degree,standard,completed,85.0,66.0,71.0,222.0,74.0,19.0,1.2477981041938349,-0.2171605485046032,0.19396819127748557,3,Good,math score,reading score,65.35,I needed more examples and exercises to practice.,8.0,0.5,1,4,1,1,0,2,0,1
male,group A,associate's degree,standard,completed,97.0,92.0,86.0,275.0,91.66666666666667,11.0,2.0395900374774274,1.5645290258468292,1.1815862731384108,3,Excellent,math score,writing score,96.15,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,0,0,1,0,1,0,2
male,group C,high school,standard,completed,75.0,69.0,68.0,212.0,70.66666666666667,7.0,0.5879714931241745,-0.0115809822332841,-0.0035554250946994654,3,Good,math score,writing score,56.39999999999999,The practical sessions improved my understanding.,6.0,0.0,1,2,2,1,0,2,0,2
male,group D,associate's degree,free/reduced,completed,79.0,82.0,80.0,241.0,80.33333333333333,3.0,0.8519021375520386,0.8792638049424321,0.7865390403940407,3,Good,reading score,math score,81.05,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,3,0,0,0,2,1,0
female,group C,associate's degree,standard,none,81.0,77.0,79.0,237.0,79.0,4.0,0.9838674597659707,0.5366311944902336,0.7206978349366456,3,Good,math score,reading score,78.3,Poor internet and time management affected my study.,8.0,-0.4,0,2,0,1,1,2,0,1
female,group D,associate's degree,standard,none,82.0,95.0,89.0,266.0,88.66666666666667,13.0,1.0498501208729367,1.7701085921181483,1.3791098895105958,3,Excellent,reading score,math score,93.5,I needed more examples and exercises to practice.,8.0,0.5,0,3,0,1,1,1,1,0
female,group D,master's degree,standard,none,64.0,63.0,66.0,193.0,64.33333333333333,3.0,-0.13783777905245198,-0.4227401147759223,-0.1352378360094895,3,Average,writing score,reading score,38.35,I practiced a lot and felt confident about the questions.,10.0,0.5,0,3,3,1,1,0,2,1
male,group E,some high school,free/reduced,completed,78.0,83.0,80.0,241.0,80.33333333333333,5.0,0.7859194764450727,0.9477903270328718,0.7865390403940407,3,Good,reading score,math score,81.05,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,4,5,0,0,2,1,0
female,group A,some high school,standard,completed,92.0,100.0,97.0,289.0,96.33333333333333,8.0,1.7096767319425972,2.112741202570347,1.905839533169756,3,Excellent,reading score,math score,98.3,I needed more examples and exercises to practice.,8.0,0.5,0,0,5,1,0,1,1,0
male,group C,high school,standard,completed,72.0,67.0,64.0,203.0,67.66666666666667,8.0,0.3900235098032764,-0.1486340264141635,-0.2669202469242795,3,Average,math score,writing score,47.099999999999994,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,2,2,1,0,0,0,2
female,group C,high school,free/reduced,none,62.0,67.0,64.0,193.0,64.33333333333333,5.0,-0.26980310126638407,-0.1486340264141635,-0.2669202469242795,3,Average,reading score,math score,38.35,Assignments were too many and stressful but helpful.,8.0,0.5,0,2,2,0,1,0,1,0
male,group C,master's degree,standard,none,79.0,72.0,69.0,220.0,73.33333333333333,10.0,0.8519021375520386,0.19399858403803502,0.062285780362695546,3,Good,math score,writing score,64.0,Assignments were too many and stressful but helpful.,8.0,0.5,1,2,3,1,1,2,0,2
male,group C,some high school,free/reduced,none,79.0,76.0,65.0,220.0,73.33333333333333,14.0,0.8519021375520386,0.4681046723997938,-0.2010790414668845,3,Good,math score,writing score,64.0,The practical sessions improved my understanding.,6.0,0.0,1,2,5,0,1,2,0,2
male,group B,bachelor's degree,free/reduced,completed,87.0,90.0,88.0,265.0,88.33333333333333,3.0,1.379763426407767,1.4274759816659497,1.3132686840532009,3,Excellent,reading score,math score,93.0,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,1,1,0,0,1,1,0
female,group B,associate's degree,standard,none,40.0,48.0,50.0,138.0,46.0,10.0,-1.721421645619637,-1.4506379461325178,-1.1886971233278096,3,Poor,writing score,math score,6.1,Poor internet and time management affected my study.,8.0,-0.4,0,1,0,1,1,3,2,0
male,group D,some college,free/reduced,none,77.0,62.0,64.0,203.0,67.66666666666667,15.0,0.7199368153381066,-0.491266636866362,-0.2669202469242795,3,Average,math score,reading score,47.099999999999994,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,3,4,0,1,0,0,1
male,group E,associate's degree,standard,none,53.0,45.0,40.0,138.0,46.0,13.0,-0.8636470512290784,-1.656217512403837,-1.8471091779017599,3,Poor,math score,writing score,6.1,The practical sessions improved my understanding.,6.0,0.0,1,4,0,1,1,3,0,2
female,group C,some college,free/reduced,none,32.0,39.0,33.0,104.0,34.666666666666664,7.0,-2.249282934475365,-2.067376644946475,-2.307997616103525,1,Poor,reading score,math score,1.7500000000000002,I was distracted and couldn't focus during online classes.,9.0,0.0,0,2,4,0,1,3,1,0
female,group C,associate's degree,standard,completed,55.0,72.0,79.0,206.0,68.66666666666667,24.0,-0.7316817290151464,0.19399858403803502,0.7206978349366456,3,Average,writing score,math score,50.849999999999994,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,2,0,1,0,0,2,0
male,group C,master's degree,free/reduced,none,61.0,67.0,66.0,194.0,64.66666666666667,6.0,-0.3357857623733501,-0.1486340264141635,-0.1352378360094895,3,Average,reading score,math score,39.4,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,2,3,0,1,0,1,0
